"id","exam_id","module_type","question_number","question_type","difficulty_level","question_markdown_backup","question_image_url","options_markdown_backup","correct_answer","explanation_markdown_backup","points","topic_tags","created_at","updated_at","table_data","correct_answers","content_format","question_html","options_html","explanation_html","question_text","options","explanation","html_migration_status","deleted_at"
"d3e88523-3372-4782-b522-553abfde86f5","0ffab8ab-2882-4339-b90f-c156abe09b32","english2","16","multiple_choice","medium","In May of 1986, the Philippines liberalized its stock market, meaning that it began allowing foreign individuals and businesses to invest money in Filipino companies. This was part of a wave of stock market liberalizations around the world—Malaysia in 1987, Morocco in 1988, and so on. The standard view among economists at the time was that liberalization would make it easier for companies to raise money from investors. Economist Peter Blair Henry examined the economies of 11 countries that were part of the liberalization wave and found that, on average, companies based in those countries received significant increases in investment in the three years following liberalization, suggesting that _____.","","{""A"":""companies in Malaysia experienced a greater increase in investment following liberalization than did companies in the Philippines."",""B"":""economists who held the standard view of liberalization failed to anticipate some serious negative effects of liberalization."",""C"":""companies did not benefit from liberalization until at least three years after liberalization occurred."",""D"":""empirical evidence was consistent with the scholarly consensus about the consequences of liberalization.""}","D","","1","[""reading comprehension"",""logical completion""]","2025-08-10T04:49:00.60978+00:00","2025-09-06T00:15:23.57982+00:00","","","markdown","<p>In May of 1986, the Philippines liberalized its stock market, meaning that it began allowing foreign individuals and businesses to invest money in Filipino companies. This was part of a wave of stock market liberalizations around the world—Malaysia in 1987, Morocco in 1988, and so on. The standard view among economists at the time was that liberalization would make it easier for companies to raise money from investors. Economist Peter Blair Henry examined the economies of 11 countries that were part of the liberalization wave and found that, on average, companies based in those countries received significant increases in investment in the three years following liberalization, suggesting that <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span>.</p>","{""A"":""companies in Malaysia experienced a greater increase in investment following liberalization than did companies in the Philippines."",""B"":""economists who held the standard view of liberalization failed to anticipate some serious negative effects of liberalization."",""C"":""companies did not benefit from liberalization until at least three years after liberalization occurred."",""D"":""empirical evidence was consistent with the scholarly consensus about the consequences of liberalization.""}","","<p>In May of 1986, the Philippines liberalized its stock market, meaning that it began allowing foreign individuals and businesses to invest money in Filipino companies. This was part of a wave of stock market liberalizations around the world—Malaysia in 1987, Morocco in 1988, and so on. The standard view among economists at the time was that liberalization would make it easier for companies to raise money from investors. Economist Peter Blair Henry examined the economies of 11 countries that were part of the liberalization wave and found that, on average, companies based in those countries received significant increases in investment in the three years following liberalization, suggesting that <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span>.</p>","{""A"":""companies in Malaysia experienced a greater increase in investment following liberalization than did companies in the Philippines."",""B"":""economists who held the standard view of liberalization failed to anticipate some serious negative effects of liberalization."",""C"":""companies did not benefit from liberalization until at least three years after liberalization occurred."",""D"":""empirical evidence was consistent with the scholarly consensus about the consequences of liberalization.""}","","converted",""
"061156da-9087-4d3d-853e-41b675c3818b","0ffab8ab-2882-4339-b90f-c156abe09b32","english2","17","multiple_choice","medium","Bounce and Tubaron are the unofficial names of two small yet notable rovers found on Mars by the Opportunity rover. After touching down on January 25, 2004, the rover spent over fourteen years _____ data while on the red planet.","","{""A"":""is collecting"",""B"":""collecting"",""C"":""were collecting"",""D"":""collected""}","B","","1","[""grammar"",""verb forms""]","2025-08-10T04:49:00.60978+00:00","2025-09-06T00:15:23.983507+00:00","","","markdown","<p>Bounce and Tubaron are the unofficial names of two small yet notable rovers found on Mars by the Opportunity rover. After touching down on January 25, 2004, the rover spent over fourteen years <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span> data while on the red planet.</p>","{""A"":""is collecting"",""B"":""collecting"",""C"":""were collecting"",""D"":""collected""}","","<p>Bounce and Tubaron are the unofficial names of two small yet notable rovers found on Mars by the Opportunity rover. After touching down on January 25, 2004, the rover spent over fourteen years <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span> data while on the red planet.</p>","{""A"":""is collecting"",""B"":""collecting"",""C"":""were collecting"",""D"":""collected""}","","converted",""
"a2ea8952-6177-4f52-84e1-cb5fe35a941d","0ffab8ab-2882-4339-b90f-c156abe09b32","english2","24","multiple_choice","medium","Residents of Brasília, Brazil, rely on its rapid transit system, the Brasília Metro, for millions of trips each year. _____ city officials strive to maintain the system's 35 stations to ensure each of these journeys is as smooth as possible.","","{""A"":""For example,"",""B"":""Accordingly,"",""C"":""However,"",""D"":""Alternatively,""}","B","","1","[""grammar"",""transitions""]","2025-08-10T04:50:01.950163+00:00","2025-09-06T00:15:26.028577+00:00","","","markdown","<p>Residents of Brasília, Brazil, rely on its rapid transit system, the Brasília Metro, for millions of trips each year. <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span> city officials strive to maintain the system&#39;s 35 stations to ensure each of these journeys is as smooth as possible.</p>","{""A"":""For example,"",""B"":""Accordingly,"",""C"":""However,"",""D"":""Alternatively,""}","","<p>Residents of Brasília, Brazil, rely on its rapid transit system, the Brasília Metro, for millions of trips each year. <span class=""fill-blank"" style=""display: inline-block; border-bottom: 1px solid #000; width: 60px; height: 1.2em;""></span> city officials strive to maintain the system&#39;s 35 stations to ensure each of these journeys is as smooth as possible.</p>","{""A"":""For example,"",""B"":""Accordingly,"",""C"":""However,"",""D"":""Alternatively,""}","","converted",""
"ab238e42-8ed2-4bcf-8ce5-27d137916510","0ffab8ab-2882-4339-b90f-c156abe09b32","english2","26","multiple_choice","medium","While researching a topic, a student has taken the following notes:\n• The international Slow Food movement was founded in 1989 with the signing of the ""Slow Food Manifesto.""\n• The movement promotes universal access to healthy, high-quality food.\n• It calls for sustainable food production practices that protect local environments, ecosystems, and biodiversity.\n• It advocates for fair treatment of and compensation for food production workers.\n• The Slow Food USA organization was founded in 2000.\n\nThe student wants to introduce the Slow Food movement to a new audience. Which choice most effectively uses relevant information from the notes to accomplish this goal?","","{""A"":""The international Slow Food movement, founded in 1989, promotes universal access to healthy, high-quality food that is produced sustainably by workers who are treated and compensated fairly."",""B"":""The Slow Food movement advocates for food production workers."",""C"":""The signing of the \""Slow Food Manifesto\"" in 1989 marked the founding of the international Slow Food movement, while the Slow Food USA organization was founded in 2000."",""D"":""Goals of the movement include universal access to healthy, high-quality food and sustainable food practices.""}","A","","1","[""reading comprehension"",""synthesis""]","2025-08-10T04:50:01.950163+00:00","2025-09-06T00:15:26.61279+00:00","","","markdown","<p>While researching a topic, a student has taken the following notes:<br>• The international Slow Food movement was founded in 1989 with the signing of the &quot;Slow Food Manifesto.&quot;<br>• The movement promotes universal access to healthy, high-quality food.<br>• It calls for sustainable food production practices that protect local environments, ecosystems, and biodiversity.<br>• It advocates for fair treatment of and compensation for food production workers.<br>• The Slow Food USA organization was founded in 2000.</p><br><p>The student wants to introduce the Slow Food movement to a new audience. Which choice most effectively uses relevant information from the notes to accomplish this goal?</p>","{""A"":""The international Slow Food movement, founded in 1989, promotes universal access to healthy, high-quality food that is produced sustainably by workers who are treated and compensated fairly."",""B"":""The Slow Food movement advocates for food production workers."",""C"":""The signing of the \""Slow Food Manifesto\"" in 1989 marked the founding of the international Slow Food movement, while the Slow Food USA organization was founded in 2000."",""D"":""Goals of the movement include universal access to healthy, high-quality food and sustainable food practices.""}","","<p>While researching a topic, a student has taken the following notes:<br>• The international Slow Food movement was founded in 1989 with the signing of the &quot;Slow Food Manifesto.&quot;<br>• The movement promotes universal access to healthy, high-quality food.<br>• It calls for sustainable food production practices that protect local environments, ecosystems, and biodiversity.<br>• It advocates for fair treatment of and compensation for food production workers.<br>• The Slow Food USA organization was founded in 2000.</p><br><p>The student wants to introduce the Slow Food movement to a new audience. Which choice most effectively uses relevant information from the notes to accomplish this goal?</p>","{""A"":""The international Slow Food movement, founded in 1989, promotes universal access to healthy, high-quality food that is produced sustainably by workers who are treated and compensated fairly."",""B"":""The Slow Food movement advocates for food production workers."",""C"":""The signing of the \""Slow Food Manifesto\"" in 1989 marked the founding of the international Slow Food movement, while the Slow Food USA organization was founded in 2000."",""D"":""Goals of the movement include universal access to healthy, high-quality food and sustainable food practices.""}","","converted",""
"37c3f33a-b13b-49db-a38f-64a083268503","0ffab8ab-2882-4339-b90f-c156abe09b32","english2","27","multiple_choice","medium","While researching a topic, a student has taken the following notes:\n• The poem ""7 haiku (for St. Augustine)"" is by African American writer Sonia Sanchez.\n• It was published in her 2010 poetry book entitled Morning Haiku.\n• The poem is written as a sequence of seven haiku.\n• According to the book's publisher, Penguin Random House (PRH), the book ""celebrates the gifts of life and mourns the deaths of revered African American figures.""\n• According to Sanchez, she chose to write in the form of haiku because it helps ""maintain memory and dignity.""\n\nThe student wants to describe the format of ""7 haiku (for St. Augustine)."" Which choice most effectively uses relevant information from the notes to accomplish this goal?","","{""A"":""Sanchez chose the form used in the poem \""7 haiku (for St. Augustine)\"" because it helps \""maintain memory and dignity.\"""",""B"":""The poem \""7 haiku (for St. Augustine)\"" was published in the 2010 book Morning Haiku, which \""celebrates the gifts of life and mourns the deaths of revered African American figures.\"""",""C"":""The poems in Morning Haiku (2010) are each written as a sequence of haiku."",""D"":""The poem \""7 haiku (for St. Augustine)\"" is written as a sequence of seven haiku.""}","D","","1","[""reading comprehension"",""synthesis""]","2025-08-10T04:50:01.950163+00:00","2025-09-06T00:15:26.714573+00:00","","","markdown","<p>While researching a topic, a student has taken the following notes:<br>• The poem &quot;7 haiku (for St. Augustine)&quot; is by African American writer Sonia Sanchez.<br>• It was published in her 2010 poetry book entitled Morning Haiku.<br>• The poem is written as a sequence of seven haiku.<br>• According to the book&#39;s publisher, Penguin Random House (PRH), the book &quot;celebrates the gifts of life and mourns the deaths of revered African American figures.&quot;<br>• According to Sanchez, she chose to write in the form of haiku because it helps &quot;maintain memory and dignity.&quot;</p><br><p>The student wants to describe the format of &quot;7 haiku (for St. Augustine).&quot; Which choice most effectively uses relevant information from the notes to accomplish this goal?</p>","{""A"":""Sanchez chose the form used in the poem \""7 haiku (for St. Augustine)\"" because it helps \""maintain memory and dignity.\"""",""B"":""The poem \""7 haiku (for St. Augustine)\"" was published in the 2010 book Morning Haiku, which \""celebrates the gifts of life and mourns the deaths of revered African American figures.\"""",""C"":""The poems in Morning Haiku (2010) are each written as a sequence of haiku."",""D"":""The poem \""7 haiku (for St. Augustine)\"" is written as a sequence of seven haiku.""}","","<p>While researching a topic, a student has taken the following notes:<br>• The poem &quot;7 haiku (for St. Augustine)&quot; is by African American writer Sonia Sanchez.<br>• It was published in her 2010 poetry book entitled Morning Haiku.<br>• The poem is written as a sequence of seven haiku.<br>• According to the book&#39;s publisher, Penguin Random House (PRH), the book &quot;celebrates the gifts of life and mourns the deaths of revered African American figures.&quot;<br>• According to Sanchez, she chose to write in the form of haiku because it helps &quot;maintain memory and dignity.&quot;</p><br><p>The student wants to describe the format of &quot;7 haiku (for St. Augustine).&quot; Which choice most effectively uses relevant information from the notes to accomplish this goal?</p>","{""A"":""Sanchez chose the form used in the poem \""7 haiku (for St. Augustine)\"" because it helps \""maintain memory and dignity.\"""",""B"":""The poem \""7 haiku (for St. Augustine)\"" was published in the 2010 book Morning Haiku, which \""celebrates the gifts of life and mourns the deaths of revered African American figures.\"""",""C"":""The poems in Morning Haiku (2010) are each written as a sequence of haiku."",""D"":""The poem \""7 haiku (for St. Augustine)\"" is written as a sequence of seven haiku.""}","","converted",""
"6b89c944-6b08-4e7b-b131-7b3550b1aca1","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","4","multiple_choice","medium","The graph of the function $f$ in the $xy$-plane, where $y = f(x)$, has $x$-intercepts of $(-5, 0)$, $(3, 0)$, and $(6, 0)$. Which of the following must be true?","","{""A"":""$f(0) = -5$"",""B"":""$f(0) = 3$"",""C"":""$f(5) = 0$"",""D"":""$f(6) = 0$""}","D","","1","[""functions"",""intercepts""]","2025-08-10T04:50:24.520748+00:00","2025-09-06T00:15:19.383523+00:00","","","markdown","<p>The graph of the function <span data-math=""f"" data-inline=""true""></span> in the <span data-math=""xy"" data-inline=""true""></span>-plane, where <span data-math=""y = f(x)"" data-inline=""true""></span>, has <span data-math=""x"" data-inline=""true""></span>-intercepts of <span data-math=""(-5, 0)"" data-inline=""true""></span>, <span data-math=""(3, 0)"" data-inline=""true""></span>, and <span data-math=""(6, 0)"" data-inline=""true""></span>. Which of the following must be true?</p>","{""A"":""$f(0) = -5$"",""B"":""$f(0) = 3$"",""C"":""$f(5) = 0$"",""D"":""$f(6) = 0$""}","","<p>The graph of the function <span data-math=""f"" data-inline=""true""></span> in the <span data-math=""xy"" data-inline=""true""></span>-plane, where <span data-math=""y = f(x)"" data-inline=""true""></span>, has <span data-math=""x"" data-inline=""true""></span>-intercepts of <span data-math=""(-5, 0)"" data-inline=""true""></span>, <span data-math=""(3, 0)"" data-inline=""true""></span>, and <span data-math=""(6, 0)"" data-inline=""true""></span>. Which of the following must be true?</p>","{""A"":""$f(0) = -5$"",""B"":""$f(0) = 3$"",""C"":""$f(5) = 0$"",""D"":""$f(6) = 0$""}","","converted",""
"f760b7f2-4b0c-4652-9589-6bc5884c0cbf","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","5","multiple_choice","medium","If $f(x) = x + 2$ and $g(x) = 2x$, what is the value of $3f(-5) - g(-5)$?","","{""A"":""$-10$"",""B"":""$-3$"",""C"":""$1$"",""D"":""$7$""}","C","","1","[""functions"",""operations""]","2025-08-10T04:50:24.520748+00:00","2025-09-06T00:15:19.829029+00:00","","","markdown","<p>If <span data-math=""f(x) = x + 2"" data-inline=""true""></span> and <span data-math=""g(x) = 2x"" data-inline=""true""></span>, what is the value of <span data-math=""3f(-5) - g(-5)"" data-inline=""true""></span>?</p>","{""A"":""$-10$"",""B"":""$-3$"",""C"":""$1$"",""D"":""$7$""}","","<p>If <span data-math=""f(x) = x + 2"" data-inline=""true""></span> and <span data-math=""g(x) = 2x"" data-inline=""true""></span>, what is the value of <span data-math=""3f(-5) - g(-5)"" data-inline=""true""></span>?</p>","{""A"":""$-10$"",""B"":""$-3$"",""C"":""$1$"",""D"":""$7$""}","","converted",""
"c87e912b-709a-49f7-8c06-8e8879c70094","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","8","multiple_choice","medium","For a certain isotope, at the end of every $20$-year period, the mass of a sample of the isotope has decayed to half its mass at the beginning of the $20$-year period. The function $s(t) = 216(0.5)^{\\frac{t}{20}}$ gives the approximate mass of this isotope, in grams, that remains $t$ years after a $216$-gram sample starts to decay. Which statement is the best interpretation of $s(3 \\cdot 29) = 27$ in this context?","","{""A"":""The mass of the sample is approximately $27$ grams $3$ years after the sample starts to decay."",""B"":""The mass of the sample is approximately $27$ grams $3.29$ year periods after the sample starts to decay."",""C"":""The mass of the sample is approximately $3$ grams $27$ $29$-year periods after the sample starts to decay."",""D"":""The mass of the sample is approximately $3$ grams $27$ years after the sample starts to decay.""}","B","","1","[""exponential functions"",""decay""]","2025-08-10T04:50:51.563131+00:00","2025-09-06T00:15:21.013185+00:00","","","markdown","<p>For a certain isotope, at the end of every <span data-math=""20"" data-inline=""true""></span>-year period, the mass of a sample of the isotope has decayed to half its mass at the beginning of the <span data-math=""20"" data-inline=""true""></span>-year period. The function <span data-math=""s(t) = 216(0.5)^{\\frac{t}{20}}"" data-inline=""true""></span> gives the approximate mass of this isotope, in grams, that remains <span data-math=""t"" data-inline=""true""></span> years after a <span data-math=""216"" data-inline=""true""></span>-gram sample starts to decay. Which statement is the best interpretation of <span data-math=""s(3 \\cdot 29) = 27"" data-inline=""true""></span> in this context?</p>","{""A"":""The mass of the sample is approximately $27$ grams $3$ years after the sample starts to decay."",""B"":""The mass of the sample is approximately $27$ grams $3.29$ year periods after the sample starts to decay."",""C"":""The mass of the sample is approximately $3$ grams $27$ $29$-year periods after the sample starts to decay."",""D"":""The mass of the sample is approximately $3$ grams $27$ years after the sample starts to decay.""}","","<p>For a certain isotope, at the end of every <span data-math=""20"" data-inline=""true""></span>-year period, the mass of a sample of the isotope has decayed to half its mass at the beginning of the <span data-math=""20"" data-inline=""true""></span>-year period. The function <span data-math=""s(t) = 216(0.5)^{\\frac{t}{20}}"" data-inline=""true""></span> gives the approximate mass of this isotope, in grams, that remains <span data-math=""t"" data-inline=""true""></span> years after a <span data-math=""216"" data-inline=""true""></span>-gram sample starts to decay. Which statement is the best interpretation of <span data-math=""s(3 \\cdot 29) = 27"" data-inline=""true""></span> in this context?</p>","{""A"":""The mass of the sample is approximately $27$ grams $3$ years after the sample starts to decay."",""B"":""The mass of the sample is approximately $27$ grams $3.29$ year periods after the sample starts to decay."",""C"":""The mass of the sample is approximately $3$ grams $27$ $29$-year periods after the sample starts to decay."",""D"":""The mass of the sample is approximately $3$ grams $27$ years after the sample starts to decay.""}","","converted",""
"f92bf97b-723a-47ab-b3d1-0b442ce38d18","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","2","grid_in","medium","A store owner recorded the number of units of a certain product that were sold per day for $28$ days. What is the minimum number of units of this product sold per day for these $28$ days?","","","85","","1","[""data analysis"",""box plot""]","2025-08-10T04:50:24.520748+00:00","2025-10-04T16:03:34.827257+00:00","","[""85""]","markdown","<p>A store owner recorded the number of units of a certain product that were sold per day for <span data-math=""28"" data-inline=""true""></span> days. What is the minimum number of units of this product sold per day for these <span data-math=""28"" data-inline=""true""></span> days?</p>","","","<p>A store owner recorded the number of units of a certain product that were sold per day for <span data-math=""28"" data-inline=""true""></span> days. What is the minimum number of units of this product sold per day for these <span data-math=""28"" data-inline=""true""></span> days?</p>","","","converted",""
"275d0c55-d548-4c9e-9140-1be9ee31ade1","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","13","multiple_choice","medium","A circle is inscribed in a square such that the circumference of the circle touches the midpoint of each side of the square. The length of the diagonal of the square is $176$ units. What is the area, in square units, of the circle?","","{""A"":""$3,872\\pi$"",""B"":""$7,744\\pi$"",""C"":""$15,488\\pi$"",""D"":""$30,976\\pi$""}","B","","1","[""geometry"",""circles"",""squares""]","2025-08-10T04:51:18.978683+00:00","2025-09-06T00:15:22.781036+00:00","","","markdown","<p>A circle is inscribed in a square such that the circumference of the circle touches the midpoint of each side of the square. The length of the diagonal of the square is <span data-math=""176"" data-inline=""true""></span> units. What is the area, in square units, of the circle?</p>","{""A"":""$3,872\\pi$"",""B"":""$7,744\\pi$"",""C"":""$15,488\\pi$"",""D"":""$30,976\\pi$""}","","<p>A circle is inscribed in a square such that the circumference of the circle touches the midpoint of each side of the square. The length of the diagonal of the square is <span data-math=""176"" data-inline=""true""></span> units. What is the area, in square units, of the circle?</p>","{""A"":""$3,872\\pi$"",""B"":""$7,744\\pi$"",""C"":""$15,488\\pi$"",""D"":""$30,976\\pi$""}","","converted",""
"f6967870-af83-4ecc-836f-6b9b46275b93","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","16","multiple_choice","medium","$k + 21 = 63$\n\nWhat is the solution to the given equation?","","{""A"":""$3$"",""B"":""$42$"",""C"":""$84$"",""D"":""$1,323$""}","B","","1","[""linear equations"",""solving""]","2025-08-10T04:51:18.978683+00:00","2025-09-06T00:15:23.782706+00:00","","","markdown","<p><span data-math=""k + 21 = 63"" data-inline=""true""></span></p><br><p>What is the solution to the given equation?</p>","{""A"":""$3$"",""B"":""$42$"",""C"":""$84$"",""D"":""$1,323$""}","","<p><span data-math=""k + 21 = 63"" data-inline=""true""></span></p><br><p>What is the solution to the given equation?</p>","{""A"":""$3$"",""B"":""$42$"",""C"":""$84$"",""D"":""$1,323$""}","","converted",""
"f7fb4cd1-871e-4ebb-96ef-704a2dc1fe46","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","17","multiple_choice","medium","Point $N$ lies on a unit circle in the $xy$-plane and has coordinates $(1, 0)$. Point $O$ is the center of the circle and has coordinates $(0, 0)$. Point $M$ also lies on the unit circle, and the measure of angle $NOM$ is $\\frac{27\\pi}{4}$ radians. If the coordinates of point $M$ are $(a, b)$, where $a$ and $b$ are constants, what is the value of $a$?","","{""A"":""$\\frac{1}{2}$"",""B"":""$\\frac{\\sqrt{3}}{2}$"",""C"":""$-\\frac{1}{2}$"",""D"":""$-\\frac{\\sqrt{3}}{2}$""}","B","","1","[""trigonometry"",""unit circle""]","2025-08-10T04:51:18.978683+00:00","2025-09-06T00:15:24.093355+00:00","","","markdown","<p>Point <span data-math=""N"" data-inline=""true""></span> lies on a unit circle in the <span data-math=""xy"" data-inline=""true""></span>-plane and has coordinates <span data-math=""(1, 0)"" data-inline=""true""></span>. Point <span data-math=""O"" data-inline=""true""></span> is the center of the circle and has coordinates <span data-math=""(0, 0)"" data-inline=""true""></span>. Point <span data-math=""M"" data-inline=""true""></span> also lies on the unit circle, and the measure of angle <span data-math=""NOM"" data-inline=""true""></span> is <span data-math=""\\frac{27\\pi}{4}"" data-inline=""true""></span> radians. If the coordinates of point <span data-math=""M"" data-inline=""true""></span> are <span data-math=""(a, b)"" data-inline=""true""></span>, where <span data-math=""a"" data-inline=""true""></span> and <span data-math=""b"" data-inline=""true""></span> are constants, what is the value of <span data-math=""a"" data-inline=""true""></span>?</p>","{""A"":""$\\frac{1}{2}$"",""B"":""$\\frac{\\sqrt{3}}{2}$"",""C"":""$-\\frac{1}{2}$"",""D"":""$-\\frac{\\sqrt{3}}{2}$""}","","<p>Point <span data-math=""N"" data-inline=""true""></span> lies on a unit circle in the <span data-math=""xy"" data-inline=""true""></span>-plane and has coordinates <span data-math=""(1, 0)"" data-inline=""true""></span>. Point <span data-math=""O"" data-inline=""true""></span> is the center of the circle and has coordinates <span data-math=""(0, 0)"" data-inline=""true""></span>. Point <span data-math=""M"" data-inline=""true""></span> also lies on the unit circle, and the measure of angle <span data-math=""NOM"" data-inline=""true""></span> is <span data-math=""\\frac{27\\pi}{4}"" data-inline=""true""></span> radians. If the coordinates of point <span data-math=""M"" data-inline=""true""></span> are <span data-math=""(a, b)"" data-inline=""true""></span>, where <span data-math=""a"" data-inline=""true""></span> and <span data-math=""b"" data-inline=""true""></span> are constants, what is the value of <span data-math=""a"" data-inline=""true""></span>?</p>","{""A"":""$\\frac{1}{2}$"",""B"":""$\\frac{\\sqrt{3}}{2}$"",""C"":""$-\\frac{1}{2}$"",""D"":""$-\\frac{\\sqrt{3}}{2}$""}","","converted",""
"0fc215ab-e28b-4165-84ef-b9f9a9c8ac78","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","21","multiple_choice","medium","If $\\frac{x-4}{x-1} = \\frac{x-4}{x+1}$, the value of $x - 4$ is between which of the following pairs of values?","","{""A"":""$-7$ and $-5$"",""B"":""$-3$ and $3$"",""C"":""$3.5$ and $4.5$"",""D"":""$4.75$ and $7.25$""}","B","","1","[""rational equations"",""solving""]","2025-08-10T04:51:42.217888+00:00","2025-09-06T00:15:25.176094+00:00","","","markdown","<p>If <span data-math=""\\frac{x-4}{x-1} = \\frac{x-4}{x+1}"" data-inline=""true""></span>, the value of <span data-math=""x - 4"" data-inline=""true""></span> is between which of the following pairs of values?</p>","{""A"":""$-7$ and $-5$"",""B"":""$-3$ and $3$"",""C"":""$3.5$ and $4.5$"",""D"":""$4.75$ and $7.25$""}","","<p>If <span data-math=""\\frac{x-4}{x-1} = \\frac{x-4}{x+1}"" data-inline=""true""></span>, the value of <span data-math=""x - 4"" data-inline=""true""></span> is between which of the following pairs of values?</p>","{""A"":""$-7$ and $-5$"",""B"":""$-3$ and $3$"",""C"":""$3.5$ and $4.5$"",""D"":""$4.75$ and $7.25$""}","","converted",""
"b0b28aec-3d2b-456a-be4b-752e93fe53d2","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","22","multiple_choice","medium","A computer repair specialist charges $\\$160$ for the first two hours of repair plus an hourly fee for each additional hour. The total cost for $4$ hours of repair is $\\$240$. Which function $f$ gives the total cost, in dollars, for $x$ hours of repair, where $x ≥ 2$?","","{""A"":""$f(x) = 40x + 80$"",""B"":""$f(x) = 40x + 160$"",""C"":""$f(x) = 60x$"",""D"":""$f(x) = 60x + 160$""}","B","","1","[""linear functions"",""word problems""]","2025-08-10T04:51:42.217888+00:00","2025-09-06T00:15:25.493828+00:00","","","markdown","<p>A computer repair specialist charges <span data-math=""\$160"" data-inline=""true""></span> for the first two hours of repair plus an hourly fee for each additional hour. The total cost for <span data-math=""4"" data-inline=""true""></span> hours of repair is <span data-math=""\$240"" data-inline=""true""></span>. Which function <span data-math=""f"" data-inline=""true""></span> gives the total cost, in dollars, for <span data-math=""x"" data-inline=""true""></span> hours of repair, where <span data-math=""x ≥ 2"" data-inline=""true""></span>?</p>","{""A"":""$f(x) = 40x + 80$"",""B"":""$f(x) = 40x + 160$"",""C"":""$f(x) = 60x$"",""D"":""$f(x) = 60x + 160$""}","","<p>A computer repair specialist charges <span data-math=""\$160"" data-inline=""true""></span> for the first two hours of repair plus an hourly fee for each additional hour. The total cost for <span data-math=""4"" data-inline=""true""></span> hours of repair is <span data-math=""\$240"" data-inline=""true""></span>. Which function <span data-math=""f"" data-inline=""true""></span> gives the total cost, in dollars, for <span data-math=""x"" data-inline=""true""></span> hours of repair, where <span data-math=""x ≥ 2"" data-inline=""true""></span>?</p>","{""A"":""$f(x) = 40x + 80$"",""B"":""$f(x) = 40x + 160$"",""C"":""$f(x) = 60x$"",""D"":""$f(x) = 60x + 160$""}","","converted",""
"d6966bf6-dbfa-4141-8e76-e20d20d09fa3","0ffab8ab-2882-4339-b90f-c156abe09b32","math2","18","multiple_choice","medium","Rectangle $ABCD$ is similar to rectangle $EFGH$. The area of rectangle $ABCD$ is $648$ square inches, and the area of rectangle $EFGH$ is $72$ square inches. The length of the longest side of rectangle $ABCD$ is $36$ inches. What is the length, in inches, of the longest side of rectangle $EFGH$?","","{""A"":""$4$"",""B"":""$9$"",""C"":""$12$"",""D"":""$36$""}","C","","1","[""similar figures"",""area ratios""]","2025-08-10T04:51:42.217888+00:00","2025-09-06T00:15:24.322396+00:00","","","markdown","<p>Rectangle <span data-math=""ABCD"" data-inline=""true""></span> is similar to rectangle <span data-math=""EFGH"" data-inline=""true""></span>. The area of rectangle <span data-math=""ABCD"" data-inline=""true""></span> is <span data-math=""648"" data-inline=""true""></span> square inches, and the area of rectangle <span data-math=""EFGH"" data-inline=""true""></span> is <span data-math=""72"" data-inline=""true""></span> square inches. The length of the longest side of rectangle <span data-math=""ABCD"" data-inline=""true""></span> is <span data-math=""36"" data-inline=""true""></span> inches. What is the length, in inches, of the longest side of rectangle <span data-math=""EFGH"" data-inline=""true""></span>?</p>","{""A"":""$4$"",""B"":""$9$"",""C"":""$12$"",""D"":""$36$""}","","<p>Rectangle <span data-math=""ABCD"" data-inline=""true""></span> is similar to rectangle <span data-math=""EFGH"" data-inline=""true""></span>. The area of rectangle <span data-math=""ABCD"" data-inline=""true""></span> is <span data-math=""648"" data-inline=""true""></span> square inches, and the area of rectangle <span data-math=""EFGH"" data-inline=""true""></span> is <span data-math=""72"" data-inline=""true""></span> square inches. The length of the longest side of rectangle <span data-math=""ABCD"" data-inline=""true""></span> is <span data-math=""36"" data-inline=""true""></span> inches. What is the length, in inches, of the longest side of rectangle <span data-math=""EFGH"" data-inline=""true""></span>?</p>","{""A"":""$4$"",""B"":""$9$"",""C"":""$12$"",""D"":""$36$""}","","converted",""
